City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
223,Arraial Do Cabo,BR,2021-07-22 23:35:30,-22.9661,-42.0278,62.56,94,20,4.61,few clouds
224,Sapa,PH,2021-07-22 23:35:31,5.1544,120.3241,83.62,81,91,13.78,overcast clouds
225,Gigmoto,PH,2021-07-22 23:35:31,13.7796,124.39,83.19,79,100,18.1,light rain
226,Nalut,LY,2021-07-22 23:35:32,30.3333,10.85,77.9,41,0,14.45,clear sky
227,Oussouye,SN,2021-07-22 23:35:32,12.485,-16.5469,84.38,75,59,10.83,broken clouds
228,Qaqortoq,GL,2021-07-22 23:35:32,60.7167,-46.0333,52.3,93,71,4.32,light rain
229,Mahanje,TZ,2021-07-22 23:35:33,-9.9333,35.3333,63.32,65,96,1.57,overcast clouds
230,Naze,JP,2021-07-22 23:35:33,28.3667,129.4833,77.92,90,100,25.9,light rain
231,Cherskiy,RU,2021-07-22 23:35:33,68.75,161.3,57.72,77,99,3.47,overcast clouds
232,Normandin,CA,2021-07-22 23:35:34,48.8333,-72.5321,68.31,68,84,2.3,broken clouds
233,Chapais,CA,2021-07-22 23:35:34,49.7834,-74.8492,69.58,56,86,7.0,overcast clouds
234,Namatanai,PG,2021-07-22 23:32:59,-3.6667,152.4333,83.64,70,10,8.1,clear sky
235,New Norfolk,AU,2021-07-22 23:31:30,-42.7826,147.0587,51.93,68,65,1.01,broken clouds
236,Bharuch,IN,2021-07-22 23:35:35,21.7,72.9667,81.37,86,89,11.32,overcast clouds
237,Mponela,MW,2021-07-22 23:35:35,-13.5319,33.7401,59.92,67,59,5.32,broken clouds
238,Klaksvik,FO,2021-07-22 23:35:35,62.2266,-6.589,49.12,91,81,9.93,broken clouds
239,College Station,US,2021-07-22 23:35:35,30.628,-96.3344,91.2,74,90,9.22,light rain
240,Esperance,AU,2021-07-22 23:35:36,-33.8667,121.9,51.64,65,37,21.39,scattered clouds
241,Saint-Francois,FR,2021-07-22 23:35:36,46.4154,3.9054,62.67,88,0,1.14,clear sky
242,Batagay-Alyta,RU,2021-07-22 23:35:36,67.8006,130.4114,66.06,41,31,5.35,scattered clouds
243,Pangnirtung,CA,2021-07-22 23:35:37,66.1451,-65.7125,45.75,75,98,5.79,overcast clouds
244,Mananjary,MG,2021-07-22 23:35:37,-21.2167,48.3333,64.11,92,10,3.71,clear sky
245,Haines Junction,CA,2021-07-22 23:35:37,60.7522,-137.5108,67.95,40,41,10.36,scattered clouds
246,Makaryev,RU,2021-07-22 23:35:38,57.8797,43.8069,50.34,72,89,4.65,overcast clouds
247,Porto Santo,PT,2021-07-22 23:35:38,33.072,-16.3415,73.31,88,40,20.71,scattered clouds
248,Chubbuck,US,2021-07-22 23:35:38,42.9208,-112.4661,87.69,36,75,1.01,broken clouds
249,Quzhou,CN,2021-07-22 23:35:39,28.9594,118.8686,79.86,84,34,7.56,scattered clouds
250,Laguna,US,2021-07-22 23:35:39,38.421,-121.4238,104.25,22,1,3.0,clear sky
251,San Patricio,US,2021-07-22 23:35:39,28.017,-97.5169,87.89,61,48,14.27,scattered clouds
252,Camana,PE,2021-07-22 23:35:39,-16.6228,-72.7111,61.25,84,70,5.59,broken clouds
253,Quatre Cocos,MU,2021-07-22 23:35:40,-20.2078,57.7625,69.91,69,45,17.09,light rain
254,Huarmey,PE,2021-07-22 23:35:40,-10.0681,-78.1522,64.89,82,10,9.71,clear sky
255,Takoradi,GH,2021-07-22 23:35:40,4.8845,-1.7554,74.93,86,38,8.63,scattered clouds
256,Altay,CN,2021-07-22 23:35:41,47.8667,88.1167,72.84,47,100,8.03,overcast clouds
257,Belyy Yar,RU,2021-07-22 23:35:41,53.6039,91.3903,62.49,88,0,6.71,clear sky
258,Ngunguru,NZ,2021-07-22 23:35:41,-35.6167,174.5,58.15,81,47,4.85,scattered clouds
259,Miraflores,MX,2021-07-22 23:35:42,19.2167,-98.8083,72.01,79,88,2.24,overcast clouds
260,San Juan,AR,2021-07-22 23:35:42,-31.5375,-68.5364,60.13,22,63,4.14,broken clouds
261,Zheleznodorozhnyy,RU,2021-07-22 23:35:42,55.7503,38.0042,59.36,59,47,6.64,scattered clouds
262,Hamilton,US,2021-07-22 23:31:56,39.1834,-84.5333,81.77,56,1,1.99,clear sky
263,Vila Franca Do Campo,PT,2021-07-22 23:35:43,37.7167,-25.4333,64.81,80,48,4.65,scattered clouds
264,Kapaa,US,2021-07-22 23:35:43,22.0752,-159.319,84.18,81,75,3.0,light rain
265,Ambulu,ID,2021-07-22 23:35:44,-8.345,113.6058,75.78,82,10,2.64,clear sky
266,Vilcun,CL,2021-07-22 23:35:44,-38.65,-72.2333,47.14,96,100,1.83,overcast clouds
267,Marzuq,YE,2021-07-22 23:35:44,14.4,46.4667,78.28,54,58,3.65,broken clouds
268,Tinskoy,RU,2021-07-22 23:35:45,56.1525,96.9161,61.5,69,4,0.54,clear sky
269,Yumen,CN,2021-07-22 23:35:45,40.2833,97.2,80.44,34,13,11.45,few clouds
270,Strezhevoy,RU,2021-07-22 23:35:45,60.7333,77.5889,64.38,91,98,6.76,overcast clouds
271,Gadsden,US,2021-07-22 23:35:46,34.0143,-86.0066,88.03,80,62,3.44,broken clouds
272,Rio Gallegos,AR,2021-07-22 23:35:14,-51.6226,-69.2181,39.25,56,0,13.8,clear sky
273,Raga,SS,2021-07-22 23:35:46,8.4596,25.678,67.64,97,59,3.49,broken clouds
274,Yulara,AU,2021-07-22 23:35:46,-25.2406,130.9889,49.84,66,3,5.75,clear sky
275,Juba,SS,2021-07-22 23:35:47,4.8517,31.5825,70.14,89,70,3.04,light rain
276,Pundaguitan,PH,2021-07-22 23:35:47,6.3711,126.1689,84.16,70,76,9.37,broken clouds
277,Wanaka,NZ,2021-07-22 23:35:47,-44.7,169.15,43.03,71,4,2.37,clear sky
278,Waipawa,NZ,2021-07-22 23:35:47,-41.4122,175.5153,51.46,66,24,5.28,few clouds
279,San Andres,CO,2021-07-22 23:35:48,12.5847,-81.7006,86.02,74,90,16.11,overcast clouds
280,Skibbereen,IE,2021-07-22 23:35:48,51.55,-9.2667,66.0,89,77,11.18,broken clouds
281,Henties Bay,NA,2021-07-22 23:35:48,-22.116,14.2845,51.85,78,0,5.61,clear sky
282,Beatrice,US,2021-07-22 23:35:49,40.2681,-96.747,89.73,45,1,11.5,clear sky
283,Hofn,IS,2021-07-22 23:35:49,64.2539,-15.2082,53.29,97,100,3.06,overcast clouds
284,Caravelas,BR,2021-07-22 23:35:49,-17.7125,-39.2481,70.99,65,13,8.25,few clouds
285,Polis,CY,2021-07-22 23:35:50,35.0367,32.4264,76.82,83,0,5.79,clear sky
286,Saint-Augustin,CA,2021-07-22 23:35:50,51.226,-58.6502,49.26,90,100,13.94,overcast clouds
287,Salvador,SV,2021-07-22 23:35:51,13.8333,-88.9167,86.04,67,69,1.14,broken clouds
288,Yarega,RU,2021-07-22 23:33:21,63.4354,53.5765,46.94,63,33,3.13,scattered clouds
289,Saldanha,ZA,2021-07-22 23:35:51,-33.0117,17.9442,39.25,74,2,9.4,clear sky
290,Sitka,US,2021-07-22 23:34:26,57.0531,-135.33,58.89,77,90,6.91,overcast clouds
291,Fukue,JP,2021-07-22 23:35:52,32.6881,128.8419,77.36,83,0,8.05,light rain
292,San Carlos De Bariloche,AR,2021-07-22 23:31:59,-41.1456,-71.3082,47.95,71,75,13.8,broken clouds
293,Denpasar,ID,2021-07-22 23:35:52,-8.65,115.2167,78.46,89,20,10.36,few clouds
294,Arica,CL,2021-07-22 23:35:52,-18.475,-70.3042,59.23,77,90,6.91,overcast clouds
295,Gari,RU,2021-07-22 23:35:53,59.4307,62.3497,61.63,98,98,7.31,overcast clouds
296,North Vernon,US,2021-07-22 23:35:53,39.0062,-85.6236,80.94,80,67,5.01,broken clouds
297,Margate,GB,2021-07-22 23:31:23,51.3813,1.3862,62.69,85,3,1.99,clear sky
298,Vardo,NO,2021-07-22 23:34:00,70.3705,31.1107,45.12,79,100,31.14,overcast clouds
299,Steinbach,DE,2021-07-22 23:35:53,50.1667,8.5667,64.99,82,0,1.14,clear sky
300,Buraydah,SA,2021-07-22 23:35:54,26.326,43.975,93.65,16,71,6.82,broken clouds
301,Guerrero Negro,MX,2021-07-22 23:35:54,27.9769,-114.0611,78.1,61,50,14.38,scattered clouds
302,Golspie,GB,2021-07-22 23:35:54,57.9727,-3.978,59.54,90,34,1.97,scattered clouds
303,Honningsvag,NO,2021-07-22 23:35:55,70.9821,25.9704,44.62,76,100,24.38,overcast clouds
304,Saint-Leu,RE,2021-07-22 23:35:55,-21.15,55.2833,65.26,67,24,2.3,few clouds
305,Bathsheba,BB,2021-07-22 23:35:55,13.2167,-59.5167,83.01,78,75,16.11,broken clouds
306,Srandakan,ID,2021-07-22 23:35:56,-7.9386,110.2506,75.97,85,29,3.56,scattered clouds
307,Belaya Gora,RU,2021-07-22 23:35:56,68.5333,146.4167,61.38,47,2,7.52,clear sky
308,Roald,NO,2021-07-22 23:35:56,62.5833,6.1333,55.0,87,90,8.05,overcast clouds
309,Los Llanos De Aridane,ES,2021-07-22 23:35:57,28.6585,-17.9182,71.35,83,0,23.02,clear sky
310,Derzhavinsk,KZ,2021-07-22 23:35:57,51.1,66.3167,70.93,39,4,9.82,clear sky
311,Barra Patuca,HN,2021-07-22 23:35:57,15.8,-84.2833,80.49,82,42,7.54,scattered clouds
312,Groningen,NL,2021-07-22 23:35:58,53.25,6.75,64.04,72,90,3.44,overcast clouds
313,Hermosillo,MX,2021-07-22 23:35:58,29.0667,-110.9667,103.84,36,40,7.0,scattered clouds
314,Pisco,PE,2021-07-22 23:35:58,-13.7,-76.2167,62.65,77,90,12.66,overcast clouds
315,Saskylakh,RU,2021-07-22 23:35:59,71.9167,114.0833,64.24,70,56,6.49,broken clouds
316,Smiltene,LV,2021-07-22 23:35:59,57.4244,25.9016,60.8,91,17,6.31,few clouds
317,Ushtobe,KZ,2021-07-22 23:35:59,45.2514,77.9838,73.81,43,15,5.48,few clouds
318,Jiangkou,CN,2021-07-22 23:35:59,25.4872,119.1986,80.49,64,16,8.84,few clouds
319,Salalah,OM,2021-07-22 23:36:00,17.0151,54.0924,78.89,94,75,9.22,broken clouds
320,Ahipara,NZ,2021-07-22 23:32:53,-35.1667,173.1667,58.03,72,32,6.55,scattered clouds
321,Merritt,CA,2021-07-22 23:36:00,50.1123,-120.7942,76.03,25,10,9.08,clear sky
322,Marana,US,2021-07-22 23:36:01,32.4367,-111.2254,99.3,37,75,10.36,broken clouds
323,Svetlogorsk,BY,2021-07-22 23:36:01,52.6333,29.7333,54.23,86,0,6.17,clear sky
324,Yelabuga,RU,2021-07-22 23:36:01,55.7613,52.0649,58.55,94,2,4.63,clear sky
325,Znamenskoye,RU,2021-07-22 23:36:02,57.1281,73.8282,62.92,72,8,7.85,clear sky
326,Luanda,AO,2021-07-22 23:36:02,-8.8368,13.2343,73.4,78,75,6.91,broken clouds
327,Souillac,MU,2021-07-22 23:36:02,-20.5167,57.5167,70.18,73,40,11.5,light rain
328,Bushehr,IR,2021-07-22 23:36:03,28.9684,50.8385,93.25,69,5,5.1,clear sky
329,Airai,TL,2021-07-22 23:36:03,-8.9266,125.4092,66.85,31,8,2.17,clear sky
330,Ca Mau,VN,2021-07-22 23:36:03,9.1769,105.15,80.38,84,99,3.96,overcast clouds
331,Dashitou,CN,2021-07-22 23:36:04,43.3067,128.5114,78.75,74,100,1.01,overcast clouds
332,Maltahohe,NA,2021-07-22 23:36:04,-24.8333,16.9833,38.61,20,0,8.43,clear sky
333,Arona,ES,2021-07-22 23:36:04,28.0996,-16.681,73.71,57,0,3.0,clear sky
334,Provideniya,RU,2021-07-22 23:36:04,64.3833,-173.3,44.71,76,75,15.66,broken clouds
335,Lethem,GY,2021-07-22 23:36:05,3.3803,-59.7968,77.41,85,56,5.08,broken clouds
336,Mayumba,GA,2021-07-22 23:36:05,-3.432,10.6554,71.6,83,72,6.08,broken clouds
337,Meulaboh,ID,2021-07-22 23:36:06,4.1363,96.1285,76.32,89,98,3.6,overcast clouds
338,Ennis,IE,2021-07-22 23:36:06,52.8436,-8.9864,71.53,68,0,5.75,clear sky
339,Mareeba,AU,2021-07-22 23:36:06,-17.0,145.4333,74.32,79,44,2.28,scattered clouds
340,Kulhudhuffushi,MV,2021-07-22 23:36:06,6.6221,73.07,82.85,77,99,19.15,overcast clouds
341,Asau,RO,2021-07-22 23:36:07,46.4333,26.4,58.39,95,17,4.43,light rain
342,Saint George,US,2021-07-22 23:36:07,37.1041,-113.5841,94.42,37,1,5.01,clear sky
343,Mankachar,IN,2021-07-22 23:36:07,25.5333,89.8667,79.81,87,95,10.45,overcast clouds
344,Jacmel,HT,2021-07-22 23:36:08,18.2342,-72.5347,91.24,80,44,3.67,scattered clouds
345,Cutro,IT,2021-07-22 23:36:08,39.0353,16.9819,74.46,58,0,3.6,clear sky
346,Guarapari,BR,2021-07-22 23:33:18,-20.6667,-40.4975,69.69,80,13,2.93,few clouds
347,Byron Bay,AU,2021-07-22 23:36:08,-28.65,153.6167,65.05,63,95,11.79,light rain
348,Zabalj,RS,2021-07-22 23:36:09,45.3722,20.0639,68.2,60,48,2.06,scattered clouds
349,Tomatlan,MX,2021-07-22 23:36:09,19.9333,-105.25,86.34,70,86,6.38,overcast clouds
350,Puerto Madryn,AR,2021-07-22 23:36:09,-42.7692,-65.0385,58.71,38,100,7.9,overcast clouds
351,Quelimane,MZ,2021-07-22 23:36:10,-17.8786,36.8883,71.55,94,40,2.3,scattered clouds
352,Belmonte,BR,2021-07-22 23:32:55,-15.8631,-38.8828,73.9,75,32,10.76,scattered clouds
353,Ardakan,IR,2021-07-22 23:36:10,32.31,54.0175,88.18,14,24,6.49,few clouds
354,Monrovia,LR,2021-07-22 23:36:10,6.3005,-10.7969,76.91,82,81,10.49,broken clouds
355,Vanimo,PG,2021-07-22 23:36:11,-2.6741,141.3028,81.32,86,87,4.76,overcast clouds
356,Weyburn,CA,2021-07-22 23:36:11,49.6668,-103.8511,91.62,33,45,9.22,scattered clouds
357,Santa Cecilia,BR,2021-07-22 23:36:11,-26.9608,-50.4269,47.43,73,0,2.13,clear sky
358,Avera,US,2021-07-22 23:36:12,33.194,-82.5271,91.27,68,70,3.8,broken clouds
359,Kabo,CF,2021-07-22 23:36:12,7.6994,18.629,69.04,97,100,2.86,overcast clouds
360,Nokaneng,BW,2021-07-22 23:36:12,-19.6667,22.2667,42.67,17,5,7.38,clear sky
361,Reinheim,DE,2021-07-22 23:36:13,49.8269,8.8361,65.25,82,0,2.24,clear sky
362,Sanming,CN,2021-07-22 23:36:13,26.2486,117.6186,83.01,78,6,3.13,clear sky
363,Athabasca,CA,2021-07-22 23:35:28,54.7169,-113.2854,61.21,39,99,15.73,light rain
364,Nakapiripirit,UG,2021-07-22 23:36:14,1.9167,34.7833,66.51,74,27,0.45,scattered clouds
365,Diamantino,BR,2021-07-22 23:36:14,-14.4086,-56.4461,75.15,33,0,3.36,clear sky
366,Sabha,LY,2021-07-22 23:36:14,27.0377,14.4283,82.47,31,0,11.21,clear sky
367,Cabedelo,BR,2021-07-22 23:36:14,-6.9811,-34.8339,75.87,82,68,13.76,broken clouds
368,Plouzane,FR,2021-07-22 23:36:15,48.3833,-4.6167,73.49,73,88,9.22,overcast clouds
369,Grindavik,IS,2021-07-22 23:36:15,63.8424,-22.4338,56.55,100,90,13.8,overcast clouds
370,Nantucket,US,2021-07-22 23:36:15,41.2835,-70.0995,71.94,75,1,4.61,clear sky
371,Axim,GH,2021-07-22 23:36:16,4.8699,-2.2405,75.52,85,28,10.29,light rain
372,Mananara,MG,2021-07-22 23:36:16,-16.1667,49.7667,66.15,92,74,4.72,light rain
373,Maryborough,AU,2021-07-22 23:36:17,-25.5333,152.7,65.64,59,32,4.5,scattered clouds
374,Fort-Shevchenko,KZ,2021-07-22 23:36:17,44.5086,50.263,82.29,74,97,13.8,overcast clouds
375,Chuy,UY,2021-07-22 23:31:39,-33.6971,-53.4616,50.07,77,88,6.17,light rain
376,Gat,IL,2021-07-22 23:36:04,31.61,34.7642,76.91,100,0,4.14,clear sky
377,Kuusamo,FI,2021-07-22 23:36:17,65.9667,29.1833,48.24,76,75,10.36,broken clouds
378,Kati,ML,2021-07-22 23:36:18,12.7441,-8.0726,74.3,89,100,2.93,moderate rain
379,Urengoy,RU,2021-07-22 23:36:18,65.9667,78.3667,54.97,66,100,4.7,overcast clouds
380,Miles City,US,2021-07-22 23:36:18,46.4083,-105.8406,96.51,47,1,10.36,clear sky
381,Mandalgovi,MN,2021-07-22 23:36:19,45.7625,106.2708,64.17,52,51,9.73,broken clouds
382,Mount Gambier,AU,2021-07-22 23:36:19,-37.8333,140.7667,44.51,87,90,10.36,overcast clouds
383,Lolodorf,CM,2021-07-22 23:36:19,3.2333,10.7333,68.95,99,94,1.74,overcast clouds
384,Oriximina,BR,2021-07-22 23:36:20,-1.7656,-55.8661,82.35,64,71,3.18,broken clouds
385,Atar,MR,2021-07-22 23:36:20,20.5169,-13.0499,86.16,19,5,4.03,clear sky
386,Wanning,CN,2021-07-22 23:36:20,18.8003,110.3967,79.88,85,100,3.71,overcast clouds
387,Tilichiki,RU,2021-07-22 23:34:07,60.4667,166.1,63.88,57,99,8.23,overcast clouds
388,Savinka,RU,2021-07-22 23:36:21,50.0785,47.0994,68.92,60,99,14.85,overcast clouds
389,Houma,US,2021-07-22 23:36:21,29.5958,-90.7195,91.4,63,40,11.5,scattered clouds
390,Takab,IR,2021-07-22 23:36:22,36.4009,47.1133,65.21,33,0,3.67,clear sky
391,Korem,ET,2021-07-22 23:36:22,12.5058,39.5228,55.96,79,100,12.46,overcast clouds
392,Dum Duma,IN,2021-07-22 23:36:22,27.5667,95.5667,77.9,92,10,3.09,clear sky
393,Shingu,JP,2021-07-22 23:36:23,33.7333,135.9833,83.39,76,89,7.25,overcast clouds
394,Bara,NG,2021-07-22 23:36:23,10.3744,10.7288,73.0,92,100,10.4,light rain
395,Viru,PE,2021-07-22 23:36:23,-8.4167,-78.75,65.5,75,5,4.45,clear sky
396,Sibu,MY,2021-07-22 23:36:24,2.3,111.8167,77.31,94,20,0.0,few clouds
397,Pouembout,NC,2021-07-22 23:36:24,-21.1333,164.9,78.24,54,0,1.59,clear sky
398,Doha,QA,2021-07-22 23:31:46,25.2867,51.5333,102.18,38,0,4.61,clear sky
399,Sao Raimundo Das Mangabeiras,BR,2021-07-22 23:36:24,-7.0219,-45.4811,77.34,34,15,5.23,few clouds
400,Wattegama,LK,2021-07-22 23:36:25,6.7989,81.4808,78.08,70,100,12.3,overcast clouds
401,Tura,IN,2021-07-22 23:36:25,25.5198,90.2201,74.89,95,98,5.75,overcast clouds
402,Gander,CA,2021-07-22 23:36:25,48.9682,-54.5906,50.16,93,90,13.0,fog
403,Dali,CN,2021-07-22 23:36:26,25.7,100.1833,64.11,86,93,2.44,overcast clouds
404,Chatra,IN,2021-07-22 23:36:26,24.2167,84.8667,78.78,90,13,4.7,few clouds
405,Piacabucu,BR,2021-07-22 23:36:26,-10.4056,-36.4344,73.76,80,0,10.11,clear sky
406,Mattru,SL,2021-07-22 23:36:27,7.6244,-11.8332,73.76,96,96,2.91,light rain
407,Banda Aceh,ID,2021-07-22 23:32:15,5.5577,95.3222,80.33,77,100,14.63,overcast clouds
408,Santiago De Cao,PE,2021-07-22 23:36:27,-7.9589,-79.2392,66.33,88,90,9.22,overcast clouds
409,Bonavista,CA,2021-07-22 23:36:28,48.6499,-53.1147,51.12,92,80,10.25,broken clouds
410,Mahibadhoo,MV,2021-07-22 23:36:28,3.7833,72.9667,82.63,75,100,14.16,overcast clouds
411,Pacific Grove,US,2021-07-22 23:33:01,36.6177,-121.9166,86.81,81,40,4.0,scattered clouds
412,Merauke,ID,2021-07-22 23:36:28,-8.4667,140.3333,78.66,69,90,12.46,overcast clouds
413,Touros,BR,2021-07-22 23:36:29,-5.1989,-35.4608,76.1,83,37,14.7,scattered clouds
414,Opuwo,NA,2021-07-22 23:36:29,-18.0607,13.84,56.16,28,0,8.32,clear sky
415,Mitsamiouli,KM,2021-07-22 23:36:29,-11.3847,43.2844,76.86,66,14,8.39,few clouds
416,Biak,ID,2021-07-22 23:34:33,-0.9131,122.8766,76.01,85,93,4.79,overcast clouds
417,Pangoa,PE,2021-07-22 23:36:30,-12.1167,-73.0,68.83,76,6,3.36,clear sky
418,Muzhi,RU,2021-07-22 23:36:30,65.3667,64.6667,49.53,59,100,5.86,overcast clouds
419,Eyl,SO,2021-07-22 23:36:30,7.9803,49.8164,79.14,69,44,29.71,scattered clouds
420,Nabire,ID,2021-07-22 23:36:31,-3.3667,135.4833,75.61,91,97,1.45,overcast clouds
421,Tucupita,VE,2021-07-22 23:36:31,9.0622,-62.051,75.43,97,96,3.78,overcast clouds
422,Zyryanka,RU,2021-07-22 23:36:31,65.75,150.85,65.53,55,100,14.23,overcast clouds
423,Semnan,IR,2021-07-22 23:36:32,35.5729,53.3971,82.83,22,42,5.12,scattered clouds
424,Bembibre,ES,2021-07-22 23:36:32,42.6177,-6.4155,70.54,60,93,1.99,overcast clouds
425,Samarai,PG,2021-07-22 23:36:32,-10.6167,150.6667,78.87,83,99,13.78,overcast clouds
426,Florissant,US,2021-07-22 23:36:33,38.7892,-90.3226,89.17,54,1,5.75,clear sky
427,Ormara,PK,2021-07-22 23:36:33,25.2088,64.6357,83.08,84,69,4.14,broken clouds
428,San Rafael,AR,2021-07-22 23:36:33,-34.6177,-68.3301,57.47,28,96,3.91,overcast clouds
429,Taveta,KE,2021-07-22 23:36:34,-3.3963,37.6736,63.19,92,23,3.8,few clouds
430,Zhigansk,RU,2021-07-22 23:36:34,66.7697,123.3711,65.66,70,60,5.68,broken clouds
431,Broome,US,2021-07-22 23:36:34,42.2506,-75.833,69.8,70,1,1.01,clear sky
432,Dicabisagan,PH,2021-07-22 23:36:34,17.0818,122.4157,83.93,70,100,6.17,overcast clouds
433,Ewa Beach,US,2021-07-22 23:36:08,21.3156,-158.0072,84.15,61,75,25.99,broken clouds
434,Tambura,SS,2021-07-22 23:36:35,5.6,27.4667,67.3,97,81,3.13,light rain
435,Saint-Jean-Port-Joli,CA,2021-07-22 23:36:35,47.2171,-70.2658,70.11,79,87,0.72,overcast clouds
436,Hami,CN,2021-07-22 23:36:36,42.8,93.45,90.91,26,97,21.79,overcast clouds
437,Korla,CN,2021-07-22 23:36:36,41.7597,86.1469,86.88,21,96,4.59,overcast clouds
438,Freeport,US,2021-07-22 23:31:40,40.6576,-73.5832,81.25,65,1,1.99,clear sky
439,Chalus,IR,2021-07-22 23:32:52,36.655,51.4204,80.06,94,75,2.3,broken clouds
440,Chibuto,MZ,2021-07-22 23:36:36,-24.6867,33.5306,62.08,58,2,11.27,clear sky
441,Aleksandrov Gay,RU,2021-07-22 23:36:37,50.147,48.5704,69.46,67,100,13.0,overcast clouds
442,Sao Miguel Do Araguaia,BR,2021-07-22 23:36:37,-13.275,-50.1628,80.8,31,66,5.3,broken clouds
443,Inuvik,CA,2021-07-22 23:36:38,68.3499,-133.7218,58.21,85,90,11.5,overcast clouds
444,Mayo,US,2021-07-22 23:36:38,38.8876,-76.5119,82.44,55,75,4.61,broken clouds
445,Pingzhuang,CN,2021-07-22 23:36:38,42.0372,119.2889,75.22,69,69,8.95,broken clouds
